dish,mood,dayStatus,craving,diet,cuisines
Chicken Masala [500ml],Sad,Lazy,Sweet,Non-Veg,North Indian
Chicken Kadai [500ml],Sad,Normal,Light,Non-Veg,South Indian
Chicken Handi [500ml],Happy,Productive,Spicy,Non-Veg,Snacks
Chicken Keema Masala [500ml],Stressed,Normal,Spicy,Non-Veg,North Indian
Chicken Ra Ra [500ml],Sad,Normal,Light,Non-Veg,South Indian
Shahi Chicken [500ml],Sad,Productive,Sweet,Non-Veg,North Indian
Chicken Lababdar [500ml],Tired,Normal,Sweet,Non-Veg,Fast Food
Chicken Mughlai [500ml],Happy,Productive,Heavy,Non-Veg,North Indian
Chicken Bhuna Masala [500ml],Sad,Productive,Light,Non-Veg,Chinese
Chicken Afghani Gravy [500ml],Stressed,Lazy,Light,Non-Veg,North Indian
Chicken Tangdi Masala,Sad,Lazy,Heavy,Non-Veg,South Indian
Prawns Masala [500ml],Sad,Normal,Heavy,Jain,Snacks
Punjabi Special Prawns Curry [500ml],Happy,Normal,Spicy,Veg,Snacks
Dal Fry [500ml],Happy,Hectic,Heavy,Veg,North Indian
Dal Handi [500ml],Stressed,Productive,Light,Non-Veg,North Indian
Dal Tadka [500ml],Stressed,Hectic,Sweet,Jain,North Indian
Dal Double Tadka [500ml],Tired,Hectic,Heavy,Jain,North Indian
Dal Palak [500ml],Stressed,Lazy,Sweet,Jain,North Indian
Dal Makhani [500ml],Sad,Lazy,Heavy,Veg,North Indian
Kadhi [500ml],Sad,Hectic,Light,Non-Veg,Dessert
Chicken Dum Biryani,Tired,Normal,Heavy,Non-Veg,North Indian
Egg Biryani,Happy,Lazy,Sweet,Non-Veg,Chinese
Veg Biryani,Sad,Productive,Heavy,Jain,Snacks
Prawns Biryani,Happy,Productive,Light,Jain,North Indian
Chicken Biryani,Happy,Normal,Light,Non-Veg,Fast Food
Masala Khichdi [500ml],Tired,Productive,Spicy,Non-Veg,Chinese
Dal Tadka Khichdi [500ml],Happy,Normal,Heavy,Jain,North Indian
Cheese Butter Masala Khichdi [500ml],Happy,Productive,Heavy,Jain,Snacks
Plain Dal Khichdi [500ml],Sad,Lazy,Light,Non-Veg,North Indian
Vegetable Khichdi [500ml],Happy,Lazy,Spicy,Veg,Chinese
Dahi Khichdi [500ml],Tired,Lazy,Spicy,Veg,Dessert
Plain Green Moong Dal Khichdi [500ml],Sad,Productive,Heavy,Veg,North Indian
Green Moong Dal Masala Khichdi [500ml],Tired,Hectic,Heavy,Jain,North Indian
Palak Paneer Khichdi [500ml],Happy,Hectic,Light,Veg,North Indian
Special Punjabi Khichdi [500ml],Tired,Productive,Heavy,Non-Veg,North Indian
Egg Fried Rice,Happy,Normal,Spicy,Non-Veg,Dessert
Veg Pulao,Tired,Hectic,Sweet,Jain,Snacks
Veg Fried Rice,Happy,Hectic,Sweet,Veg,South Indian
Egg + Chicken Fried Rice,Tired,Lazy,Heavy,Non-Veg,South Indian
Prawns Fried Rice,Sad,Hectic,Spicy,Jain,Dessert
Saade Chawal,Tired,Hectic,Heavy,Veg,South Indian
Jeera Wale Chawal,Stressed,Normal,Light,Veg,Chinese
Non Veg Punjabi Prawns Thali,Tired,Hectic,Heavy,Veg,Fast Food
Non Veg Punjabi Thali,Happy,Productive,Spicy,Veg,South Indian
Non Veg Punjabi Chicken Thali,Tired,Lazy,Light,Non-Veg,North Indian
Non Veg Punjabi Prawns Thali,Sad,Productive,Heavy,Veg,Fast Food
Veg Punjabi Large Thali,Happy,Hectic,Sweet,Jain,Snacks
Veg Executive Thali,Stressed,Productive,Light,Veg,Fast Food
Veg Executive Thali,Stressed,Hectic,Light,Non-Veg,North Indian
Veg Punjabi Large Thali,Sad,Normal,Light,Non-Veg,Chinese
Chicken 65,Sad,Productive,Sweet,Non-Veg,Snacks
Chicken Malai Tikka,Stressed,Productive,Light,Non-Veg,North Indian
Chicken Tikka,Sad,Lazy,Spicy,Non-Veg,North Indian
Chicken Tikka Banjara,Stressed,Normal,Sweet,Non-Veg,North Indian
Chicken Tikka Peri Peri,Stressed,Normal,Light,Non-Veg,North Indian
Chicken Afghani,Stressed,Lazy,Spicy,Non-Veg,Chinese
Paneer Tikka,Tired,Productive,Spicy,Veg,North Indian
Malai Paneer Tikka,Sad,Productive,Heavy,Veg,North Indian
Sadi Tawa Rotti,Happy,Lazy,Heavy,Veg,Dessert
Jowar Di Rotti [3 Pcs]1,Stressed,Lazy,Spicy,Jain,Chinese
Makki Di Rotti [3 Pcs],Happy,Productive,Sweet,Non-Veg,South Indian
Bhakhri [3 Pcs]1,Tired,Hectic,Heavy,Non-Veg,North Indian
Deep Fried Poori [5 Pcs],Sad,Productive,Sweet,Non-Veg,Chinese
Fulka Rotti,Happy,Normal,Sweet,Jain,South Indian
Sada Paratha,Sad,Lazy,Heavy,Jain,North Indian
Punjabi Thepla [3 Pcs],Sad,Hectic,Sweet,Veg,Chinese
Gujarati Methi Thepla [3 Pcs],Stressed,Productive,Sweet,Jain,Chinese
Masala Thepla [3 Pcs],Happy,Lazy,Heavy,Jain,South Indian
Masaledar Lachha Parathe [3 Pcs],Sad,Normal,Heavy,Jain,South Indian
Bajra Di Rotti [3 Pcs],Sad,Normal,Spicy,Veg,Dessert
Lachedar Parathe [3 Pcs],Tired,Hectic,Heavy,Non-Veg,Fast Food
Egg Masala Pasta,Stressed,Normal,Light,Non-Veg,South Indian
Classic Masala Pasta,Stressed,Hectic,Spicy,Non-Veg,North Indian
Vegetable Masala Pasta,Tired,Lazy,Spicy,Veg,Chinese
Egg Masala Maggi,Happy,Productive,Spicy,Non-Veg,South Indian
Classic Masala Maggi,Tired,Normal,Sweet,Veg,Chinese
Vegetable Masala Maggi,Stressed,Productive,Spicy,Veg,Fast Food
Vegetable Frankie,Sad,Normal,Light,Jain,Fast Food
Egg Frankie,Sad,Lazy,Heavy,Non-Veg,Dessert
Chicken Frankie,Stressed,Productive,Heavy,Non-Veg,Fast Food
Aloo Lasan Cheese De Parathe,Tired,Hectic,Heavy,Veg,Dessert
Special Punjabi De Parathe,Happy,Hectic,Light,Veg,Snacks
All In One De Parathe,Stressed,Lazy,Light,Non-Veg,Fast Food
Amritsari De Parathe,Sad,Productive,Heavy,Non-Veg,North Indian
Plain Cheese De Parathe,Stressed,Productive,Spicy,Veg,South Indian
Sweet Corn Cheese De Parathe,Happy,Normal,Heavy,Non-Veg,Chinese
Muli De Parathe,Tired,Hectic,Spicy,Veg,South Indian
Aloo De Parathe,Happy,Productive,Light,Veg,Fast Food
Aloo Pudina De Parathe,Stressed,Lazy,Heavy,Veg,South Indian
Aloo Paneer De Parathe,Sad,Lazy,Sweet,Veg,North Indian
Aloo Cheese De Parathe,Happy,Productive,Spicy,Non-Veg,Dessert
Aloo Paneer Cheese De Parathe,Sad,Hectic,Sweet,Veg,North Indian
Aloo Lasan De Parathe,Tired,Hectic,Light,Veg,Fast Food
Aloo Lasan Paneer De Parathe,Happy,Hectic,Sweet,Veg,North Indian
Aloo Lasan Paneer Cheese De Parathe,Stressed,Productive,Light,Veg,North Indian
Aloo Pyaz De Parathe,Stressed,Productive,Spicy,Veg,Dessert
Aloo Pyaz Paneer De Parathe,Stressed,Productive,Light,Veg,North Indian
Aloo Pyaz Cheese De Parathe,Happy,Hectic,Heavy,Jain,South Indian
Aloo Pyaz Paneer Cheese De Parathe,Sad,Productive,Heavy,Veg,North Indian
Aloo Methi De Parathe,Tired,Productive,Spicy,Veg,Fast Food
Aloo Methi Paneer De Parathe,Stressed,Lazy,Sweet,Veg,North Indian
Aloo Methi Cheese De Parathe,Tired,Hectic,Heavy,Non-Veg,Chinese
Aloo Methi Paneer Lasan De Parathe,Sad,Hectic,Spicy,Veg,North Indian
Aloo Methi Cheese Lasan De Parathe,Stressed,Hectic,Light,Jain,Fast Food
Aloo Methi Paneer Lasan Cheese De Parathe,Sad,Normal,Sweet,Veg,North Indian
Paneer De Parathe,Tired,Hectic,Light,Veg,North Indian
Paneer Shimla Mirch De Parathe,Sad,Hectic,Heavy,Veg,North Indian
Paneer Cheese De Parathe,Stressed,Hectic,Heavy,Veg,North Indian
Pyaz De Parathe,Tired,Lazy,Sweet,Non-Veg,North Indian
Pyaz Lasan De Parathe,Sad,Hectic,Light,Veg,Fast Food
Pyaz Paneer De Parathe,Sad,Productive,Light,Veg,North Indian
Pyaz Cheese De Parathe,Stressed,Normal,Light,Non-Veg,South Indian
Pyaz Paneer Cheese De Parathe,Sad,Productive,Heavy,Veg,North Indian
Pyaz Lasan Paneer Cheese De Parathe,Tired,Hectic,Heavy,Veg,North Indian
Gobhi De Parathe,Stressed,Productive,Light,Veg,Fast Food
Gobhi Lasan De Parathe,Stressed,Hectic,Heavy,Veg,North Indian
Gobhi Paneer De Parathe,Sad,Lazy,Heavy,Veg,North Indian
Gobhi Cheese De Parathe,Stressed,Lazy,Sweet,Veg,South Indian
Gobhi Lasan Cheese De Parathe,Tired,Hectic,Spicy,Non-Veg,South Indian
Gobhi Paneer Cheese De Parathe,Stressed,Productive,Spicy,Veg,North Indian
Gobhi Lasan Paneer Cheese De Parathe,Happy,Lazy,Light,Veg,North Indian
Pizza Cheese De Parathe,Sad,Lazy,Heavy,Non-Veg,Fast Food
Pizza Paneer Cheese De Parathe,Tired,Normal,Heavy,Veg,North Indian
Anda De Parathe,Stressed,Normal,Light,Non-Veg,North Indian
Chicken De Parathe,Tired,Lazy,Heavy,Non-Veg,Dessert
Chole Bhature Combo,Happy,Hectic,Sweet,Non-Veg,Dessert
Aloo Ki Sabji Puri Combo,Tired,Normal,Heavy,Jain,Fast Food
Special Punjabi De Parathe Combo,Sad,Lazy,Spicy,Non-Veg,South Indian
Amritsari Parathe Combo,Stressed,Hectic,Heavy,Jain,Dessert
Patiala De Parathe Combo,Stressed,Productive,Sweet,Non-Veg,North Indian
Makki Di Rotti Te Sarson Da Saag Combo,Stressed,Lazy,Spicy,Jain,Dessert
Punjabi Kadhi Chawal Combo,Tired,Productive,Light,Non-Veg,North Indian
Rajma Chawal Combo,Sad,Lazy,Sweet,Veg,North Indian
Punjabi Thepla Combo,Sad,Lazy,Spicy,Veg,Snacks
Gujarati Methi Thepla Combo,Sad,Normal,Heavy,Jain,South Indian
Masala Thepla Combo,Sad,Productive,Heavy,Veg,Chinese
Veg Poha Combo,Tired,Lazy,Spicy,Veg,Chinese
Bread Omelet Combo,Happy,Productive,Light,Non-Veg,South Indian
Punjabi Plain Lassi [300ml],Sad,Normal,Sweet,Jain,North Indian
Punjabi Gulab Lassi [300ml],Happy,Normal,Sweet,Veg,Dessert
Punjabi Kesar Lassi [300ml],Sad,Hectic,Light,Jain,Chinese
Punjabi Khus Lassi [300ml],Stressed,Lazy,Light,Veg,Chinese
Punjabi Mango Lassi [300ml],Happy,Normal,Sweet,Jain,North Indian
Punjabi Dry Furuit Lassi [300ml],Happy,Normal,Heavy,Jain,Dessert
Kheer [100ml],Stressed,Hectic,Sweet,Veg,Fast Food
Gulab Jambu [3 Pcs],Tired,Hectic,Sweet,Non-Veg,Dessert
Rasgulla [3 Pcs],Stressed,Normal,Sweet,Veg,South Indian
Suji Da Halwa [100ml],Tired,Productive,Sweet,Non-Veg,Snacks
Plain Makhan Wali Lassi [500ml],Stressed,Hectic,Heavy,Veg,Chinese
Gulab Makhan Wali Lassi [500ml],Sad,Normal,Sweet,Non-Veg,Dessert
Kesar Makhan Wali Lassi [500ml],Tired,Normal,Spicy,Veg,Snacks
Khus Makhan Wali Lassi [500ml],Tired,Lazy,Heavy,Jain,North Indian
Mango Makhan Wali Lassi [500ml],Stressed,Lazy,Light,Non-Veg,South Indian
Dry Fruit Makhan Wali Lassi [500ml],Happy,Normal,Heavy,Non-Veg,Snacks
Egg Soup [2 Egg] [300ml],Happy,Productive,Sweet,Non-Veg,Fast Food
Chicken Clear Soup [300ml],Sad,Hectic,Light,Non-Veg,Chinese
Chicken Hot 'n' Sour Soup [300ml],Stressed,Hectic,Heavy,Non-Veg,Chinese
Chicken Sweet Corn Soup [300ml],Sad,Hectic,Spicy,Non-Veg,Dessert
Veg Clear Soup [300ml],Stressed,Productive,Heavy,Non-Veg,Fast Food
Veg Hot 'n' Sour Soup [300ml],Sad,Normal,Light,Veg,Dessert
Veg Sweet Corn Soup [300ml],Stressed,Hectic,Light,Veg,South Indian
Veg Tomato Soup [300ml],Stressed,Productive,Light,Veg,North Indian
Veg Manchow Soup [300ml],Sad,Hectic,Light,Veg,North Indian
Boondi Raita [100ml],Stressed,Lazy,Heavy,Veg,North Indian
Fried Papad,Happy,Productive,Heavy,Veg,North Indian
Fresh Dahi [100ml],Stressed,Hectic,Heavy,Veg,North Indian
Plain Salted Chhash [300ml],Tired,Productive,Heavy,Veg,North Indian
Masala Chhash [300ml],Tired,Lazy,Spicy,Veg,North Indian
Plain Raita [100ml],Sad,Hectic,Heavy,Veg,North Indian
Mix Veg Raita [100ml],Stressed,Normal,Heavy,Veg,North Indian
Roasted Papad,Sad,Normal,Heavy,Veg,North Indian
Masala Chai [3 Cup],Sad,Lazy,Spicy,Veg,North Indian
Pudina Chai [3 Cup],Stressed,Hectic,Heavy,Veg,North Indian
Adrak Chai [3 Cup],Stressed,Lazy,Heavy,Veg,North Indian
Adrak Elaichi Long Chai [3 Cup],Happy,Lazy,Heavy,Veg,North Indian
Elaichi Chai [3 Cup],Tired,Productive,Heavy,Veg,North Indian
Elaichi Long Chai [3 Cup],Tired,Productive,Heavy,Veg,North Indian
Hot Coffee [3 Cup],Sad,Productive,Heavy,Veg,North Indian
Hot Bournvita [3 Cup],Tired,Normal,Heavy,Veg,North Indian
Chana Chaat,Happy,Productive,Heavy,Veg,Snacks
Butter Chicken [500ml],Stressed,Productive,Heavy,Non-Veg,North Indian
"Kesar Mohini [1 Scoop, 110 Ml]",Happy,Normal,Heavy,Veg,North Indian
"Rajbhog Ice Cream [1 Scoop, 110 Ml]",Stressed,Lazy,Sweet,Veg,Dessert
"Paan [1 Scoop, 110 Ml]",Sad,Normal,Heavy,Veg,North Indian
"American Nuts [1 Scoop, 110 Ml]",Happy,Productive,Heavy,Veg,North Indian
"Vanilla [1 Scoop, 110 Ml]",Happy,Normal,Heavy,Veg,North Indian
"Tutti Frutti [1 Scoop, 110 Ml]",Happy,Lazy,Heavy,Veg,North Indian
"Rich Chocolate [1 Scoop, 110 Ml]",Sad,Productive,Heavy,Veg,North Indian
"Kaju Draksh [1 Scoop, 110 Ml]",Stressed,Normal,Heavy,Veg,North Indian
"Chocolate Chips [1 Scoop, 110 Ml]",Stressed,Hectic,Heavy,Veg,North Indian
"Butterscotch [1 Scoop, 110 Ml]",Stressed,Productive,Heavy,Veg,North Indian
"Blackcurrant [1 Scoop, 110 Ml]",Sad,Hectic,Heavy,Veg,North Indian
"Badam Carnival [1 Scoop, 110 Ml]",Sad,Productive,Heavy,Veg,North Indian
"Fruit Bonanza [1 Scoop, 110 Ml]",Sad,Lazy,Heavy,Veg,North Indian
"Cookies And Cream [1 Scoop, 110 Ml]",Happy,Productive,Heavy,Veg,North Indian
Vanilla No Sugar Cup (100 Ml),Stressed,Lazy,Heavy,Veg,North Indian
Shahi Anjeer No Sugar Cup (100 Ml),Stressed,Normal,Heavy,Veg,North Indian
Tuti Fruity Pp (700ml+700ml),Tired,Normal,Heavy,Veg,North Indian
Butterscotch Pp (700ml+700ml),Tired,Normal,Heavy,Veg,North Indian
Vanilla Ice Cream Pp (700ml+700ml),Sad,Hectic,Sweet,Veg,Dessert
Cookies And Cream Pp (700ml+700ml),Sad,Productive,Heavy,Veg,North Indian
Red Velvet Ice Cream Cake (500 ML),Sad,Hectic,Sweet,Veg,Dessert
Chocolate Chips Ice Cream Cake (500 ML),Stressed,Productive,Sweet,Veg,Dessert
"Kesar Mohini [1 Scoop, 110 Ml]",Tired,Normal,Heavy,Veg,North Indian
"Real Kesar Pista [1 Scoop, 110 Ml]",Tired,Hectic,Heavy,Veg,North Indian
"Rajbhog Ice Cream [1 Scoop, 110 Ml]",Tired,Productive,Sweet,Veg,Dessert
"Paan [1 Scoop, 110 Ml]",Tired,Lazy,Heavy,Veg,North Indian
"American Nuts [1 Scoop, 110 Ml]",Happy,Normal,Heavy,Veg,North Indian
"Vanilla [1 Scoop, 110 Ml]",Tired,Lazy,Heavy,Veg,North Indian
"Real Mango [1 Scoop, 110 Ml]",Stressed,Productive,Heavy,Veg,North Indian
"Tutti Frutti [1 Scoop, 110 Ml]",Sad,Lazy,Heavy,Veg,North Indian
"Rich Chocolate [1 Scoop, 110 Ml]",Happy,Productive,Heavy,Veg,North Indian
"Kaju Draksh [1 Scoop, 110 Ml]",Tired,Hectic,Heavy,Veg,North Indian
"Chocolate Chips [1 Scoop, 110 Ml]",Sad,Productive,Heavy,Veg,North Indian
"Butterscotch [1 Scoop, 110 Ml]",Happy,Hectic,Heavy,Veg,North Indian
"Blackcurrant [1 Scoop, 110 Ml]",Stressed,Productive,Heavy,Veg,North Indian
"Badam Carnival [1 Scoop, 110 Ml]",Sad,Hectic,Heavy,Veg,North Indian
"Fruit Bonanza [1 Scoop, 110 Ml]",Sad,Normal,Heavy,Veg,North Indian
"Cookies And Cream [1 Scoop, 110 Ml]",Sad,Normal,Heavy,Veg,North Indian
Vanilla No Sugar Cup (100 Ml),Happy,Normal,Heavy,Veg,North Indian
Shahi Anjeer No Sugar Cup (100 Ml),Sad,Lazy,Heavy,Veg,North Indian
Roasted Almond No Sugar Cup (100 Ml),Sad,Productive,Heavy,Veg,North Indian
Tuti Fruity Pp (700ml+700ml),Stressed,Lazy,Heavy,Veg,North Indian
Blackcurrant Pp (700ml+700ml),Tired,Hectic,Heavy,Veg,North Indian
Butterscotch Pp (700ml+700ml),Tired,Lazy,Heavy,Veg,North Indian
Vanilla Ice Cream Pp (700ml+700ml),Tired,Lazy,Sweet,Veg,Dessert
Cookies And Cream Pp (700ml+700ml),Happy,Hectic,Heavy,Veg,North Indian
Chocolate Chips Pp (700ml+700ml),Tired,Productive,Heavy,Veg,North Indian
Kaju Draksh Pp (700ml+700ml),Tired,Lazy,Heavy,Veg,North Indian
Strawberry Pp (700ml+700ml),Stressed,Normal,Heavy,Veg,North Indian
Fruit Bonanza Pp (700ml+700ml),Stressed,Normal,Heavy,Veg,North Indian
Alphanso Mango Pp (700ml+700ml),Sad,Hectic,Heavy,Veg,North Indian
Choco Brownie Pp (700ml+700ml),Sad,Productive,Heavy,Veg,North Indian
American Nuts  Pp (700ml+700ml),Sad,Lazy,Heavy,Veg,North Indian
Rajbhog Pp (700ml+700ml),Sad,Normal,Heavy,Veg,North Indian
American Nuts Flingo Cone,Tired,Normal,Heavy,Veg,North Indian
Silk Chocolate Cup Ice Cream [120 Ml],Happy,Productive,Sweet,Veg,Dessert
"Crunchy Butterscotch Ice Cream [1 Tub, 1 Litre]",Tired,Hectic,Sweet,Veg,Dessert
Choco Brownie Dip Cup Ice Cream [120ml],Happy,Hectic,Sweet,Veg,Dessert
"Classic Malai Gourmet Natural Ice Cream [1 Tub, 1 Litre]",Happy,Lazy,Sweet,Veg,Dessert
Pistachio Almond Fudge Cup Ice Cream [120 Ml],Stressed,Normal,Sweet,Veg,Dessert
Dry Fruit Khazana Ice Cream Cup [120ml],Happy,Hectic,Sweet,Veg,Dessert
Kesar Mohini Cup Ice Cream [120 Ml],Tired,Normal,Sweet,Veg,Dessert
"American Nuts Ice Cream [1 Tub, 1 Litre]",Happy,Productive,Sweet,Veg,Dessert
"Belgian Chocolate Ice Cream [1 Tub, 1 Litre]",Stressed,Normal,Sweet,Veg,Dessert
Golden Fantasy Ice Cream Cake [500 Ml],Tired,Productive,Sweet,Veg,Dessert
Red Velvet Ice Cream Cake [500 Ml],Stressed,Productive,Sweet,Veg,Dessert
Chocolate Chips Ice Cream Cake [500 Ml],Happy,Lazy,Sweet,Veg,Dessert
Cassata Ice Cream Cake [500 Ml],Tired,Normal,Sweet,Veg,Dessert
American Nuts Cake [500 Ml],Stressed,Normal,Sweet,Veg,Dessert
Red Velvet - 80ml,Tired,Productive,Heavy,Veg,North Indian
Dark Truffle - 90ml,Tired,Lazy,Heavy,Veg,North Indian
Cookies N Cream - 80ml,Stressed,Hectic,Heavy,Veg,North Indian
Mango - 80ml,Stressed,Hectic,Heavy,Veg,North Indian
Almond crunch,Stressed,Productive,Heavy,Veg,North Indian
Chocolate Disc Cone [110 Ml],Happy,Hectic,Heavy,Veg,North Indian
Nutty Butter Scotch Cone (110 Ml),Stressed,Hectic,Heavy,Veg,North Indian
Choco brownie flingo cone,Sad,Productive,Heavy,Veg,North Indian
Belgian Chocolate Flingo Cone,Sad,Normal,Heavy,Veg,North Indian
Cookie Disk,Tired,Normal,Heavy,Veg,North Indian
Prime Kesar Pista Flingo,Happy,Hectic,Heavy,Veg,North Indian
Strawberry Swirl Cake Flingo Cone,Sad,Hectic,Sweet,Veg,Dessert
Aam Chaska Falala,Tired,Hectic,Heavy,Veg,North Indian
Sandwich I/c,Happy,Hectic,Heavy,Veg,Fast Food
Kesar Matka Kulfi,Happy,Lazy,Heavy,Veg,North Indian
Slice Cassatta Ice Cream,Stressed,Lazy,Sweet,Veg,Dessert
Chowpatty Kulfi,Stressed,Hectic,Heavy,Veg,North Indian
Gourmet Natural Rajwadi Kulfi,Stressed,Hectic,Heavy,Veg,North Indian
Gourmet Bpk Natural Kulfi,Stressed,Hectic,Heavy,Veg,North Indian
Fun - Ta- Stik,Tired,Normal,Heavy,Veg,North Indian
Natural Kesar Pista 750 Ml Tub,Stressed,Lazy,Heavy,Veg,North Indian
Gourmet Vanilla Brownie Fudge 750 Ml,Sad,Normal,Heavy,Veg,North Indian
Natural Gulab Jamun 750 Ml Tub,Tired,Lazy,Sweet,Veg,Dessert
Gourmet Premium Vanilla 750 Ml,Sad,Normal,Heavy,Veg,North Indian
Natural Falooda 750 Ml Tub,Sad,Productive,Heavy,Veg,North Indian
Choco Chip Pastry Slice.,Sad,Hectic,Heavy,Veg,North Indian
Chocolate Cheesecake Slice.,Tired,Hectic,Sweet,Veg,Dessert
Father's Day Special Hazelnut Chocolate Cake (500gm),Tired,Normal,Sweet,Veg,Dessert
Father's Day Special Chocolate Chip Cake (500gm),Stressed,Hectic,Sweet,Veg,Dessert
Father's Day Special Butterscotch Cake (500gm),Tired,Normal,Sweet,Veg,Dessert
Father's Day Special Red Velvet Cake (500gm),Stressed,Productive,Sweet,Veg,Dessert
Father's Day Special Black Forest Cake (500gm),Tired,Productive,Sweet,Veg,Dessert
Father's Day Special Biscoff Cheesecake (Half Kg),Tired,Productive,Sweet,Veg,Dessert
Mango Cheesecake Slice,Stressed,Lazy,Sweet,Veg,Dessert
Chocolate Chip Cake (500 gm),Sad,Hectic,Sweet,Veg,Dessert
Hazelnut Chocolate Cake (500 gm),Tired,Productive,Sweet,Veg,Dessert
Black Forest Cake (Half Kg) (Eggless),Happy,Hectic,Sweet,Non-Veg,Dessert
Butterscotch Cake (500 gm),Sad,Hectic,Sweet,Veg,Dessert
Red Velvet Cake (500 gm) (Eggless),Stressed,Lazy,Sweet,Non-Veg,Dessert
Biscoff Cheesecake (500 gm),Happy,Hectic,Sweet,Veg,Dessert
Mango Cheesecake,Stressed,Lazy,Sweet,Veg,Dessert
Blueberry Cheesecake,Sad,Productive,Sweet,Veg,Dessert
Biscoff Cheesecake Slice,Happy,Normal,Sweet,Veg,Dessert
Chocolate Cheesecake.,Stressed,Productive,Sweet,Veg,Dessert
Biscoff Cheesecake Combo (Box of 2),Stressed,Lazy,Sweet,Veg,Dessert
Choco Chip Pastry Slice.,Tired,Hectic,Heavy,Veg,North Indian
Chocolate Cheesecake Slice.,Tired,Hectic,Sweet,Veg,Dessert
Father's Day Special Hazelnut Chocolate Cake (500gm),Sad,Normal,Sweet,Veg,Dessert
Father's Day Special Chocolate Chip Cake (500gm),Happy,Hectic,Sweet,Veg,Dessert
Father's Day Special Butterscotch Cake (500gm),Sad,Hectic,Sweet,Veg,Dessert
Father's Day Special Red Velvet Cake (500gm),Stressed,Normal,Sweet,Veg,Dessert
Father's Day Special Black Forest Cake (500gm),Happy,Hectic,Sweet,Veg,Dessert
Father's Day Special Biscoff Cheesecake (Half Kg),Sad,Lazy,Sweet,Veg,Dessert
Mango Cheesecake Slice,Tired,Productive,Sweet,Veg,Dessert
Chocolate Chip Cake (500 gm),Sad,Lazy,Sweet,Veg,Dessert
Hazelnut Chocolate Cake (500 gm),Stressed,Lazy,Sweet,Veg,Dessert
Black Forest Cake (Half Kg) (Eggless),Tired,Normal,Sweet,Non-Veg,Dessert
Butterscotch Cake (500 gm),Tired,Normal,Sweet,Veg,Dessert
Red Velvet Cake (500 gm) (Eggless),Sad,Productive,Sweet,Non-Veg,Dessert
Biscoff Cheesecake (500 gm),Tired,Normal,Sweet,Veg,Dessert
Mango Cheesecake,Sad,Hectic,Sweet,Veg,Dessert
Blueberry Cheesecake,Stressed,Lazy,Sweet,Veg,Dessert
Biscoff Cheesecake Slice,Tired,Productive,Sweet,Veg,Dessert
Chocolate Cheesecake.,Happy,Lazy,Sweet,Veg,Dessert
Biscoff Cheesecake Combo (Box of 2),Tired,Lazy,Sweet,Veg,Dessert
Mango Cheesecake (Box of 2),Sad,Hectic,Sweet,Veg,Dessert
Blueberry Cheesecake (Box of 2),Happy,Normal,Sweet,Veg,Dessert
Mango Cheesecake & Blueberry Cheesecake (Box of 2),Happy,Lazy,Sweet,Veg,Dessert
Choco Mud Jar,Tired,Lazy,Heavy,Veg,North Indian
Death by Chocolate Cake Jar,Sad,Lazy,Sweet,Veg,Dessert
Triple Chocolate Mousse Jar,Tired,Productive,Heavy,Veg,North Indian
Blueberry Cheesecake Jar,Happy,Hectic,Sweet,Veg,Dessert
Hazelnut Cheesecake Jar,Stressed,Normal,Sweet,Veg,Dessert
Hazelnut Cheesecake Jar Combo (Pack of 2),Happy,Productive,Sweet,Veg,Dessert
Choco Mud Jar (Pack of 2),Tired,Normal,Heavy,Veg,North Indian
Blueberry Cheesecake Jar (Pack of 2),Stressed,Productive,Sweet,Veg,Dessert
Death by Chocolate Cake Jar (Pack of 2),Stressed,Productive,Sweet,Veg,Dessert
Triple Chocolate Mousse Jar (Pack of 2),Stressed,Normal,Heavy,Veg,North Indian
Choco Chip Pastry,Happy,Productive,Heavy,Veg,North Indian
Chocolate Truffle Pastry,Tired,Productive,Heavy,Veg,North Indian
Rich Red Velvet Pastry,Happy,Hectic,Heavy,Veg,North Indian
Chocolate Truffle Pastry Combo (Box of 2),Stressed,Hectic,Heavy,Veg,North Indian
Choco Chip Pastry (Box of 2),Happy,Lazy,Heavy,Veg,North Indian
Red Velvet Pastry (Box of 2),Stressed,Hectic,Heavy,Veg,North Indian
Newly Launched Choco Mud Jar + Choco Lava Cake Combo,Happy,Normal,Sweet,Veg,Dessert
Choco Chip Pastry + Choco Lava Cake Combo,Stressed,Hectic,Sweet,Veg,Dessert
Choco Chip Pastry + Choco Chip Brownie Combo,Stressed,Productive,Heavy,Veg,North Indian
Death by Chocolate Jar & Choco Lava Cake,Stressed,Productive,Sweet,Veg,Dessert
Walnut Brownie (Box of 2) + Choco Chip Brownie (Box of 2),Tired,Lazy,Heavy,Veg,North Indian
Chocolate Truffle Pastry (Box of 2) + Choco Lava Cake (Box of 2),Happy,Normal,Sweet,Veg,Dessert
Chocolate Truffle Pastry + Choco Lava Cake,Sad,Productive,Sweet,Veg,Dessert
Walnut Brownie (Box of 2) + Choco Lava Cake (Box of 2),Stressed,Normal,Sweet,Veg,Dessert
Choco Chip Brownie (Box of 2) + Choco Lava Cake (Box of 2),Stressed,Normal,Sweet,Veg,Dessert
Walnut Brownie + Choco Lava Cake,Tired,Lazy,Sweet,Veg,Dessert
Choco Chip Brownie + Choco Lava Cake,Happy,Normal,Sweet,Veg,Dessert
